,PetID,pic_no,img_bound_polygon_x,img_bound_polygon_y,img_confidence,img_imp_fract,domcol_r,domcol_g,domcol_b,AdoptionSpeed
2052,69834808b,3,269.0,479.0,0.79999995,1.0,163.0,37.0,56.0,2
2052,69834808b,4,639.0,369.0,0.79999995,1.0,205.0,197.0,190.0,2
2052,69834808b,5,292.0,205.0,0.79999995,1.0,194.0,204.0,197.0,2
2053,8054aad26,1,639.0,479.0,0.79999995,1.0,221.0,193.0,166.0,4
2053,8054aad26,2,639.0,479.0,0.79999995,1.0,223.0,194.0,166.0,4
2053,8054aad26,3,639.0,359.0,0.79999995,1.0,191.0,189.0,187.0,4
2053,8054aad26,4,359.0,479.0,0.79999995,1.0,150.0,113.0,99.0,4
2054,a111adc75,1,638.0,512.0,0.79999995,1.0,252.0,227.0,163.0,3
2054,a111adc75,2,639.0,359.0,0.79999995,1.0,249.0,183.0,99.0,3
2054,a111adc75,3,639.0,359.0,0.79999995,1.0,224.0,184.0,97.0,3
2054,a111adc75,4,639.0,359.0,0.79999995,1.0,167.0,163.0,133.0,3
2054,a111adc75,5,639.0,359.0,0.79999995,1.0,185.0,99.0,63.0,3
2055,dc3ebf72a,1,359.0,479.0,0.79999995,1.0,83.0,80.0,73.0,1
2055,dc3ebf72a,2,359.0,479.0,0.79999995,1.0,84.0,86.0,75.0,1
2055,dc3ebf72a,3,359.0,479.0,0.79999995,1.0,101.0,84.0,62.0,1
2055,dc3ebf72a,4,359.0,479.0,0.79999995,1.0,96.0,84.0,62.0,1
2056,5c5f306fa,1,399.0,302.0,0.79999995,1.0,66.0,45.0,58.0,4
2056,5c5f306fa,2,399.0,299.0,0.79999995,1.0,47.0,55.0,47.0,4
2056,5c5f306fa,3,399.0,299.0,0.79999995,1.0,47.0,52.0,46.0,4
2056,5c5f306fa,4,319.0,299.0,0.79999995,0.98999995,80.0,90.0,81.0,4
2057,60bbc32b6,1,399.0,299.0,0.79999995,1.0,195.0,190.0,170.0,4
2057,60bbc32b6,2,399.0,266.0,0.79999995,1.0,237.0,224.0,205.0,4
2057,60bbc32b6,3,237.0,398.0,0.79999995,1.0,245.0,225.0,193.0,4
2057,60bbc32b6,4,399.0,299.0,0.79999995,1.0,165.0,167.0,159.0,4
2057,60bbc32b6,5,269.0,399.0,0.79999995,1.0,164.0,159.0,131.0,4
2057,60bbc32b6,6,399.0,269.0,0.79999995,1.0,196.0,191.0,172.0,4
2058,6831a72fd,1,359.0,479.0,0.79999995,1.0,70.0,44.0,42.0,4
2058,6831a72fd,2,359.0,479.0,0.79999995,1.0,26.0,19.0,16.0,4
2059,c863daf49,1,399.0,299.0,0.79999995,1.0,210.0,185.0,169.0,3
2059,c863daf49,2,399.0,299.0,0.79999995,1.0,167.0,157.0,156.0,3
2059,c863daf49,3,399.0,299.0,0.79999995,1.0,207.0,196.0,194.0,3
2059,c863daf49,4,299.0,399.0,0.79999995,1.0,168.0,155.0,154.0,3
2059,c863daf49,5,399.0,299.0,0.79999995,1.0,142.0,110.0,93.0,3
2059,c863daf49,6,399.0,299.0,0.79999995,1.0,200.0,188.0,185.0,3
2059,c863daf49,7,399.0,299.0,0.79999995,1.0,201.0,194.0,194.0,3
2059,c863daf49,8,399.0,299.0,0.79999995,1.0,200.0,195.0,198.0,3
2059,c863daf49,9,399.0,299.0,0.79999995,1.0,200.0,196.0,201.0,3
2060,cb15b5fb8,1,479.0,639.0,0.79999995,1.0,39.0,80.0,136.0,2
2060,cb15b5fb8,2,479.0,639.0,0.79999995,1.0,24.0,51.0,108.0,2
2060,cb15b5fb8,3,479.0,639.0,0.79999995,1.0,31.0,69.0,133.0,2
2061,67d853896,1,269.0,479.0,0.79999995,1.0,112.0,75.0,56.0,1
2062,b3b6d78f5,1,359.0,479.0,0.79999995,1.0,18.0,20.0,20.0,4
2062,b3b6d78f5,2,359.0,479.0,0.79999995,1.0,73.0,86.0,85.0,4
2063,1bf044649,1,263.0,479.0,0.79999995,1.0,196.0,191.0,189.0,4
2064,35cc85250,1,299.0,399.0,0.79999995,1.0,201.0,196.0,198.0,1
2065,2959602fc,1,399.0,299.0,0.79999995,1.0,194.0,196.0,185.0,1
2065,2959602fc,2,299.0,399.0,0.79999995,1.0,204.0,199.0,191.0,1
2066,f0b2787f5,1,222.0,298.0,0.79999995,1.0,22.0,19.0,21.0,4
2066,f0b2787f5,2,222.0,298.0,0.79999995,1.0,197.0,143.0,102.0,4
2067,119835ef9,1,224.0,399.0,0.79999995,1.0,49.0,52.0,48.0,3
2067,119835ef9,2,399.0,299.0,0.79999995,1.0,53.0,50.0,56.0,3
2067,119835ef9,3,399.0,299.0,0.79999995,1.0,172.0,170.0,176.0,3
2067,119835ef9,4,399.0,299.0,0.79999995,1.0,58.0,47.0,42.0,3
2067,119835ef9,5,399.0,299.0,0.79999995,1.0,28.0,19.0,17.0,3
2067,119835ef9,6,399.0,299.0,0.79999995,1.0,96.0,82.0,76.0,3
2067,119835ef9,7,399.0,299.0,0.79999995,1.0,50.0,41.0,74.0,3
2067,119835ef9,8,399.0,299.0,0.79999995,1.0,179.0,154.0,135.0,3
2067,119835ef9,9,399.0,299.0,0.79999995,1.0,120.0,119.0,109.0,3
2068,bec49d8b7,1,269.0,479.0,0.79999995,1.0,129.0,121.0,113.0,2
2069,873996ad0,1,239.0,399.0,0.79999995,1.0,211.0,189.0,172.0,4
2069,873996ad0,2,239.0,399.0,0.79999995,1.0,215.0,191.0,168.0,4
2069,873996ad0,3,239.0,399.0,0.79999995,1.0,177.0,152.0,131.0,4
2070,ae58f28bc,1,639.0,479.0,0.79999995,1.0,207.0,195.0,190.0,2
2071,cec78d912,1,359.0,479.0,0.79999995,1.0,221.0,230.0,223.0,4
2071,cec78d912,2,639.0,479.0,1.0,0.58,92.0,46.0,14.0,4
2071,cec78d912,3,639.0,474.0,0.79999995,0.98999995,146.0,150.0,146.0,4
2071,cec78d912,4,359.0,479.0,0.79999995,1.0,192.0,195.0,189.0,4
2071,cec78d912,5,639.0,479.0,0.79999995,1.0,221.0,188.0,158.0,4
2071,cec78d912,6,639.0,479.0,0.79999995,1.0,184.0,151.0,106.0,4
2072,fd9a060d7,1,359.0,479.0,0.79999995,1.0,57.0,88.0,52.0,3
2072,fd9a060d7,2,359.0,479.0,0.79999995,1.0,194.0,146.0,124.0,3
2072,fd9a060d7,3,359.0,479.0,0.79999995,1.0,152.0,110.0,94.0,3
2073,96703e01d,1,260.0,125.0,0.79999995,1.0,131.0,72.0,38.0,2
2073,96703e01d,2,232.0,479.0,0.79999995,1.0,203.0,187.0,187.0,2
2073,96703e01d,3,232.0,479.0,0.79999995,1.0,46.0,46.0,68.0,2
2074,1123cd69d,1,359.0,479.0,0.79999995,1.0,190.0,148.0,122.0,4
2075,680e24130,1,269.0,479.0,0.79999995,1.0,209.0,187.0,158.0,4
2075,680e24130,2,202.0,359.0,0.79999995,1.0,170.0,154.0,125.0,4
2075,680e24130,3,639.0,359.0,0.79999995,1.0,170.0,153.0,125.0,4
2076,01d0a7f3f,1,399.0,299.0,0.79999995,1.0,80.0,84.0,107.0,1
2076,01d0a7f3f,2,399.0,299.0,0.79999995,1.0,192.0,192.0,186.0,1
2076,01d0a7f3f,3,399.0,299.0,0.79999995,1.0,144.0,155.0,146.0,1
2076,01d0a7f3f,4,399.0,299.0,0.79999995,1.0,79.0,80.0,105.0,1
2076,01d0a7f3f,5,399.0,299.0,0.79999995,1.0,152.0,153.0,149.0,1
2076,01d0a7f3f,6,399.0,299.0,0.79999995,1.0,107.0,122.0,147.0,1
2076,01d0a7f3f,7,399.0,299.0,0.79999995,1.0,95.0,85.0,67.0,1
2076,01d0a7f3f,8,399.0,299.0,0.79999995,1.0,117.0,120.0,112.0,1
2077,bf5c5cded,1,333.0,399.0,0.79999995,1.0,21.0,16.0,15.0,3
2077,bf5c5cded,2,299.0,399.0,0.79999995,1.0,59.0,51.0,28.0,3
2077,bf5c5cded,3,334.0,399.0,0.79999995,1.0,36.0,56.0,24.0,3
2077,bf5c5cded,4,399.0,346.0,0.79999995,1.0,72.0,37.0,22.0,3
2077,bf5c5cded,5,340.0,399.0,0.79999995,1.0,78.0,46.0,35.0,3
2078,ecad98f44,1,359.0,479.0,0.79999995,1.0,56.0,47.0,51.0,2
2079,6c551fd9b,1,639.0,639.0,0.79999995,1.0,21.0,20.0,16.0,1
2080,5bee46079,1,359.0,479.0,0.79999995,1.0,223.0,230.0,239.0,4
2080,5bee46079,2,359.0,479.0,0.79999995,1.0,162.0,154.0,152.0,4
2080,5bee46079,3,359.0,479.0,0.79999995,1.0,156.0,153.0,153.0,4
2080,5bee46079,4,359.0,479.0,0.79999995,1.0,117.0,119.0,116.0,4
2081,d270b074e,1,359.0,479.0,0.79999995,1.0,208.0,197.0,193.0,1
2082,83ea92fcc,1,299.0,399.0,0.79999995,1.0,151.0,157.0,157.0,2
2082,83ea92fcc,2,263.0,399.0,0.79999995,1.0,116.0,111.0,105.0,2
2083,2dd31e8ff,1,358.0,399.0,0.79999995,1.0,151.0,113.0,87.0,2
2083,2dd31e8ff,2,399.0,266.0,0.79999995,1.0,120.0,81.0,59.0,2
2083,2dd31e8ff,3,381.0,399.0,0.79999995,1.0,157.0,107.0,68.0,2
2083,2dd31e8ff,4,399.0,266.0,0.79999995,1.0,145.0,106.0,79.0,2
2084,5b72e14bf,1,639.0,639.0,0.79999995,1.0,174.0,160.0,132.0,3
2084,5b72e14bf,2,639.0,639.0,0.79999995,1.0,177.0,162.0,134.0,3
2084,5b72e14bf,3,639.0,639.0,0.79999995,1.0,116.0,126.0,54.0,3
2084,5b72e14bf,4,639.0,639.0,0.79999995,1.0,133.0,68.0,94.0,3
2084,5b72e14bf,5,639.0,639.0,0.79999995,1.0,73.0,44.0,47.0,3
2084,5b72e14bf,6,639.0,639.0,0.79999995,1.0,18.0,20.0,19.0,3
2084,5b72e14bf,7,639.0,639.0,0.79999995,1.0,240.0,131.0,74.0,3
2084,5b72e14bf,8,639.0,639.0,0.79999995,1.0,212.0,203.0,91.0,3
2084,5b72e14bf,9,639.0,639.0,0.79999995,1.0,212.0,204.0,92.0,3
2085,86c08e68b,1,202.0,359.0,0.79999995,1.0,86.0,84.0,78.0,2
2085,86c08e68b,2,639.0,359.0,0.79999995,1.0,22.0,21.0,18.0,2
2085,86c08e68b,3,202.0,359.0,0.79999995,1.0,28.0,25.0,22.0,2
2085,86c08e68b,4,237.0,478.0,0.79999995,1.0,85.0,84.0,82.0,2
2086,5bfb8da14,1,399.0,299.0,0.79999995,1.0,126.0,115.0,115.0,1
2086,5bfb8da14,2,399.0,299.0,0.79999995,1.0,127.0,117.0,115.0,1
2086,5bfb8da14,3,399.0,299.0,0.79999995,1.0,99.0,78.0,60.0,1
2086,5bfb8da14,4,299.0,299.0,0.79999995,0.96,233.0,236.0,245.0,1
2086,5bfb8da14,5,387.0,299.0,0.79999995,0.97999996,62.0,53.0,45.0,1
2087,869a1634e,1,283.0,479.0,0.79999995,1.0,128.0,118.0,111.0,3
2087,869a1634e,2,521.0,479.0,0.79999995,1.0,30.0,23.0,19.0,3
2087,869a1634e,3,634.0,467.0,0.79999995,1.0,71.0,41.0,21.0,3
2087,869a1634e,4,375.0,478.0,0.79999995,1.0,26.0,20.0,17.0,3
2087,869a1634e,5,639.0,586.0,0.79999995,0.98999995,24.0,18.0,13.0,3
2087,869a1634e,6,464.0,479.0,0.79999995,1.0,67.0,49.0,32.0,3
2087,869a1634e,7,301.0,479.0,0.79999995,1.0,26.0,13.0,7.0,3
2087,869a1634e,8,639.0,608.0,0.79999995,1.0,27.0,19.0,21.0,3
2087,869a1634e,9,309.0,479.0,0.79999995,1.0,77.0,44.0,25.0,3
2088,f61c4cead,1,319.0,479.0,0.79999995,1.0,210.0,189.0,158.0,3
2089,fe5dc391c,1,359.0,479.0,0.79999995,1.0,103.0,86.0,64.0,1
2089,fe5dc391c,2,359.0,479.0,0.79999995,1.0,116.0,78.0,57.0,1
2090,c1816081f,1,359.0,479.0,0.79999995,1.0,30.0,25.0,28.0,4
2091,98caf2809,1,299.0,399.0,0.79999995,1.0,182.0,143.0,154.0,2
2091,98caf2809,2,224.0,299.0,0.79999995,1.0,17.0,16.0,19.0,2
2091,98caf2809,3,299.0,399.0,0.79999995,1.0,194.0,195.0,202.0,2
2091,98caf2809,4,224.0,299.0,0.79999995,1.0,115.0,115.0,113.0,2
2091,98caf2809,5,299.0,399.0,0.79999995,1.0,190.0,189.0,198.0,2
2091,98caf2809,6,224.0,299.0,0.79999995,1.0,20.0,19.0,23.0,2
2092,3316a5619,1,299.0,399.0,0.79999995,1.0,93.0,83.0,64.0,0
2093,7d73574ed,1,348.0,478.0,0.79999995,1.0,181.0,150.0,101.0,4
2093,7d73574ed,2,348.0,478.0,0.79999995,1.0,181.0,150.0,101.0,4
2093,7d73574ed,3,334.0,479.0,0.79999995,1.0,121.0,76.0,41.0,4
2094,7c787403c,1,399.0,319.0,0.79999995,1.0,179.0,155.0,129.0,2
2094,7c787403c,2,399.0,319.0,0.79999995,1.0,163.0,151.0,150.0,2
2095,484af2d62,1,335.0,266.0,0.79999995,0.93,133.0,116.0,97.0,1
2095,484af2d62,2,399.0,266.0,0.79999995,1.0,66.0,90.0,48.0,1
2095,484af2d62,3,399.0,266.0,0.79999995,1.0,131.0,110.0,92.0,1
2096,a2b2f53be,1,356.0,477.0,0.79999995,1.0,167.0,154.0,148.0,1
2096,a2b2f53be,2,639.0,390.0,0.79999995,1.0,246.0,230.0,225.0,1
2096,a2b2f53be,3,419.0,479.0,0.79999995,1.0,246.0,241.0,240.0,1
2096,a2b2f53be,4,445.0,479.0,0.79999995,1.0,167.0,148.0,129.0,1
2096,a2b2f53be,5,639.0,348.0,0.79999995,1.0,22.0,11.0,10.0,1
2097,a6e37f91b,1,268.0,399.0,0.79999995,1.0,127.0,117.0,112.0,3
2097,a6e37f91b,2,268.0,399.0,0.79999995,1.0,213.0,189.0,166.0,3
2097,a6e37f91b,3,399.0,268.0,0.79999995,1.0,56.0,49.0,52.0,3
2097,a6e37f91b,4,399.0,268.0,0.79999995,1.0,141.0,117.0,98.0,3
2097,a6e37f91b,5,399.0,268.0,0.79999995,1.0,176.0,152.0,130.0,3
2097,a6e37f91b,6,268.0,399.0,0.79999995,1.0,126.0,118.0,113.0,3
2097,a6e37f91b,7,268.0,399.0,0.79999995,1.0,213.0,189.0,166.0,3
2097,a6e37f91b,8,268.0,399.0,0.79999995,1.0,144.0,63.0,32.0,3
2097,a6e37f91b,9,268.0,399.0,0.79999995,1.0,202.0,192.0,193.0,3
2098,b02fcb74b,1,399.0,299.0,0.79999995,1.0,249.0,244.0,241.0,2
2098,b02fcb74b,2,399.0,299.0,0.79999995,1.0,106.0,84.0,65.0,2
2098,b02fcb74b,3,399.0,299.0,0.79999995,1.0,66.0,49.0,35.0,2
2098,b02fcb74b,4,399.0,299.0,0.79999995,1.0,236.0,234.0,232.0,2
2098,b02fcb74b,5,399.0,299.0,0.79999995,1.0,54.0,46.0,40.0,2
2098,b02fcb74b,6,399.0,299.0,0.79999995,1.0,194.0,188.0,188.0,2
2098,b02fcb74b,7,399.0,299.0,0.79999995,1.0,237.0,233.0,231.0,2
2098,b02fcb74b,8,399.0,299.0,0.79999995,1.0,237.0,239.0,240.0,2
2098,b02fcb74b,9,399.0,299.0,0.79999995,1.0,240.0,235.0,234.0,2
2099,9a2b50582,1,639.0,359.0,0.79999995,1.0,57.0,50.0,35.0,1
2100,497312a16,1,399.0,299.0,0.79999995,1.0,134.0,57.0,79.0,4
2100,497312a16,2,399.0,299.0,0.79999995,1.0,52.0,51.0,45.0,4
2100,497312a16,3,307.0,399.0,1.0,1.0799999,231.0,229.0,233.0,4
2100,497312a16,4,399.0,299.0,0.79999995,1.0,163.0,161.0,157.0,4
2100,497312a16,5,399.0,299.0,0.79999995,1.0,128.0,120.0,119.0,4
2100,497312a16,6,399.0,317.0,0.79999995,1.0,122.0,113.0,95.0,4
2101,66f430d36,1,299.0,399.0,0.79999995,1.0,199.0,192.0,164.0,4
2101,66f430d36,2,399.0,399.0,0.79999995,1.0,232.0,229.0,206.0,4
2102,b84ad40b4,1,399.0,299.0,0.79999995,1.0,171.0,152.0,126.0,2
2102,b84ad40b4,2,299.0,399.0,0.79999995,1.0,170.0,155.0,124.0,2
2102,b84ad40b4,3,399.0,299.0,0.79999995,1.0,190.0,140.0,85.0,2
2102,b84ad40b4,4,399.0,299.0,0.79999995,1.0,160.0,104.0,63.0,2
2102,b84ad40b4,5,326.0,399.0,0.79999995,1.0,151.0,103.0,61.0,2
2102,b84ad40b4,6,399.0,292.0,0.79999995,1.0,166.0,148.0,126.0,2
2102,b84ad40b4,7,287.0,399.0,0.79999995,1.0,141.0,120.0,100.0,2
2103,9eb70b7c4,1,270.0,479.0,0.79999995,1.0,94.0,82.0,64.0,4
2103,9eb70b7c4,2,270.0,479.0,0.79999995,1.0,57.0,45.0,31.0,4
2103,9eb70b7c4,3,270.0,479.0,0.79999995,1.0,27.0,23.0,19.0,4
2104,1c67c5f4c,1,399.0,299.0,0.79999995,1.0,103.0,78.0,57.0,1
2104,1c67c5f4c,2,399.0,299.0,0.79999995,1.0,103.0,78.0,57.0,1
2105,c4ea89ddb,1,202.0,359.0,0.79999995,1.0,130.0,113.0,95.0,1
2106,718a5d950,1,351.0,263.0,0.79999995,1.0,10.0,6.0,5.0,1
2106,718a5d950,2,252.0,302.0,1.0,1.5899999,26.0,15.0,10.0,1
2107,11a3055b7,1,398.0,299.0,0.79999995,1.0,166.0,154.0,132.0,3
2107,11a3055b7,2,399.0,299.0,0.79999995,1.0,150.0,109.0,68.0,3
2107,11a3055b7,3,399.0,299.0,0.79999995,1.0,168.0,168.0,162.0,3
2107,11a3055b7,4,399.0,299.0,0.79999995,1.0,168.0,155.0,126.0,3
2107,11a3055b7,5,399.0,299.0,0.79999995,1.0,128.0,120.0,90.0,3
2107,11a3055b7,6,399.0,299.0,0.79999995,1.0,197.0,184.0,164.0,3
2107,11a3055b7,7,390.0,278.0,0.79999995,0.96,88.0,86.0,78.0,3
2107,11a3055b7,8,398.0,299.0,0.79999995,1.0,58.0,90.0,75.0,3
2107,11a3055b7,9,398.0,293.0,0.79999995,0.98999995,10.0,22.0,42.0,3
2108,472abccfb,1,639.0,479.0,0.79999995,1.0,174.0,152.0,127.0,1
2108,472abccfb,2,639.0,479.0,0.79999995,1.0,116.0,74.0,30.0,1
2108,472abccfb,3,639.0,479.0,0.79999995,1.0,112.0,74.0,30.0,1
2108,472abccfb,4,639.0,479.0,0.79999995,1.0,84.0,49.0,7.0,1
2108,472abccfb,5,639.0,479.0,0.79999995,1.0,212.0,186.0,132.0,1
2109,50eddd1bb,1,266.0,375.0,0.79999995,0.97999996,244.0,243.0,241.0,2
2109,50eddd1bb,2,399.0,266.0,0.79999995,1.0,231.0,229.0,228.0,2
2109,50eddd1bb,3,399.0,299.0,0.79999995,1.0,162.0,154.0,131.0,2
2110,ac6089da8,1,399.0,299.0,0.79999995,1.0,178.0,147.0,115.0,1
2110,ac6089da8,2,399.0,299.0,0.79999995,1.0,178.0,147.0,115.0,1
2111,5be134946,,,,,,,,,4
2112,11c222a3c,1,399.0,300.0,0.79999995,1.0,126.0,120.0,124.0,2
2113,b630ac493,1,399.0,299.0,0.79999995,1.0,199.0,195.0,189.0,3
2113,b630ac493,2,399.0,299.0,0.79999995,1.0,25.0,26.0,28.0,3
2114,8693c4e7f,1,266.0,399.0,0.79999995,1.0,123.0,73.0,36.0,0
2114,8693c4e7f,2,266.0,399.0,0.79999995,1.0,237.0,182.0,128.0,0
2115,9be11ef9b,1,383.0,639.0,0.79999995,1.0,120.0,119.0,117.0,0
2116,828ac8371,1,298.0,399.0,0.79999995,1.0,217.0,188.0,202.0,1
2116,828ac8371,2,239.0,399.0,0.79999995,1.0,106.0,70.0,51.0,1
2117,474e70ba1,1,269.0,479.0,0.79999995,1.0,70.0,92.0,23.0,2
2118,8d862cd26,1,359.0,479.0,0.79999995,1.0,170.0,152.0,126.0,3
2118,8d862cd26,2,639.0,359.0,0.79999995,1.0,172.0,149.0,117.0,3
2119,6502dbe72,1,359.0,479.0,0.79999995,1.0,85.0,50.0,36.0,2
2119,6502dbe72,2,355.0,479.0,0.79999995,1.0,122.0,75.0,39.0,2
2119,6502dbe72,3,292.0,394.0,0.79999995,1.0,155.0,157.0,161.0,2
2120,69a7461c2,1,359.0,479.0,0.79999995,1.0,126.0,119.0,112.0,3
2120,69a7461c2,2,369.0,479.0,0.79999995,1.0,24.0,21.0,15.0,3
2120,69a7461c2,3,639.0,636.0,0.79999995,1.0,170.0,154.0,132.0,3
2120,69a7461c2,4,359.0,479.0,0.79999995,1.0,25.0,21.0,15.0,3
2121,de9e02d44,1,639.0,479.0,0.79999995,1.0,51.0,52.0,55.0,3
2121,de9e02d44,2,274.0,182.0,0.79999995,1.0,51.0,50.0,45.0,3
2122,8e6e9b877,1,299.0,399.0,0.79999995,1.0,163.0,161.0,168.0,1
2122,8e6e9b877,2,299.0,399.0,0.79999995,1.0,153.0,153.0,154.0,1
2122,8e6e9b877,3,299.0,399.0,1.0,0.71999997,109.0,127.0,151.0,1
2122,8e6e9b877,4,299.0,399.0,1.0,1.35,24.0,20.0,26.0,1
2122,8e6e9b877,5,299.0,399.0,0.79999995,1.0,157.0,150.0,146.0,1
2123,7169c3e3a,1,399.0,266.0,0.79999995,1.0,129.0,117.0,97.0,4
2123,7169c3e3a,2,399.0,266.0,0.79999995,1.0,180.0,188.0,193.0,4
2124,069fc79d6,1,283.0,399.0,0.59999996,1.5,234.0,219.0,216.0,2
2124,069fc79d6,2,399.0,299.0,0.79999995,1.0,242.0,242.0,240.0,2
2124,069fc79d6,3,299.0,399.0,0.79999995,1.0,252.0,250.0,246.0,2
2124,069fc79d6,4,399.0,266.0,0.79999995,1.0,233.0,52.0,69.0,2
2124,069fc79d6,5,266.0,399.0,0.79999995,1.0,247.0,243.0,242.0,2
2125,8939a1ac8,1,399.0,299.0,0.79999995,1.0,212.0,196.0,170.0,3
2125,8939a1ac8,2,399.0,299.0,0.79999995,1.0,57.0,51.0,46.0,3
2125,8939a1ac8,3,399.0,299.0,0.79999995,1.0,126.0,120.0,113.0,3
2125,8939a1ac8,4,399.0,299.0,0.79999995,1.0,127.0,122.0,114.0,3
2125,8939a1ac8,5,299.0,399.0,0.79999995,1.0,168.0,141.0,111.0,3
2126,58805776d,1,399.0,399.0,0.79999995,1.0,118.0,73.0,29.0,4
2126,58805776d,2,299.0,399.0,0.79999995,1.0,153.0,155.0,155.0,4
2126,58805776d,3,224.0,399.0,0.79999995,1.0,72.0,40.0,16.0,4
2126,58805776d,4,224.0,399.0,0.79999995,1.0,168.0,88.0,53.0,4
2126,58805776d,5,224.0,399.0,0.79999995,1.0,117.0,70.0,25.0,4
2126,58805776d,6,224.0,399.0,0.79999995,1.0,73.0,44.0,26.0,4
2126,58805776d,7,224.0,399.0,0.79999995,1.0,87.0,42.0,9.0,4
2127,d4af42055,1,399.0,299.0,0.79999995,1.0,202.0,196.0,190.0,4
2127,d4af42055,2,399.0,299.0,0.79999995,1.0,221.0,184.0,135.0,4
2127,d4af42055,3,399.0,299.0,0.79999995,1.0,57.0,54.0,52.0,4
2128,e04814e10,1,638.0,457.0,0.79999995,1.0,97.0,81.0,53.0,4
2128,e04814e10,2,639.0,479.0,0.79999995,1.0,63.0,49.0,26.0,4
2128,e04814e10,3,639.0,479.0,0.79999995,1.0,61.0,49.0,27.0,4
2128,e04814e10,4,639.0,479.0,0.79999995,1.0,61.0,48.0,25.0,4
2128,e04814e10,5,639.0,479.0,0.79999995,1.0,63.0,50.0,32.0,4
2128,e04814e10,6,359.0,479.0,0.79999995,1.0,95.0,83.0,60.0,4
2128,e04814e10,7,639.0,479.0,0.79999995,1.0,61.0,49.0,27.0,4
2128,e04814e10,8,359.0,479.0,0.79999995,1.0,94.0,82.0,62.0,4
2128,e04814e10,9,359.0,479.0,0.79999995,1.0,26.0,23.0,18.0,4
2129,7ca7983b5,1,639.0,479.0,0.79999995,1.0,40.0,90.0,43.0,1
2129,7ca7983b5,2,269.0,479.0,0.79999995,1.0,52.0,133.0,64.0,1
2130,29bcccb7c,1,639.0,477.0,0.79999995,1.0,153.0,30.0,29.0,3
2130,29bcccb7c,2,639.0,477.0,0.79999995,1.0,126.0,115.0,92.0,3
2131,064217ca4,1,356.0,399.0,0.79999995,1.0,212.0,187.0,163.0,4
2131,064217ca4,2,398.0,361.0,0.79999995,1.0,184.0,156.0,132.0,4
2132,1ae9a98d3,1,425.0,479.0,0.79999995,1.0,210.0,194.0,160.0,3
2132,1ae9a98d3,2,359.0,478.0,0.79999995,1.0,100.0,81.0,51.0,3
2133,58695e2f5,1,399.0,265.0,0.79999995,1.0,188.0,184.0,182.0,2
2133,58695e2f5,2,265.0,399.0,0.79999995,1.0,118.0,84.0,62.0,2
2133,58695e2f5,3,265.0,399.0,0.79999995,1.0,163.0,156.0,154.0,2
2133,58695e2f5,4,399.0,265.0,0.79999995,1.0,159.0,156.0,153.0,2
2133,58695e2f5,5,399.0,265.0,0.79999995,1.0,158.0,152.0,149.0,2
2134,27226ea0c,1,299.0,399.0,0.79999995,1.0,158.0,162.0,156.0,4
2135,bc4bbcef1,1,299.0,399.0,0.79999995,1.0,204.0,199.0,192.0,1
2136,1bbf00182,1,149.0,103.0,0.79999995,1.0,200.0,189.0,180.0,2
2136,1bbf00182,2,399.0,299.0,1.0,0.74,248.0,247.0,247.0,2
2136,1bbf00182,3,399.0,299.0,0.79999995,0.97999996,202.0,193.0,193.0,2
2136,1bbf00182,4,399.0,299.0,0.79999995,1.0,104.0,124.0,143.0,2
2137,15937e540,1,378.0,399.0,0.79999995,1.0,90.0,82.0,80.0,1
2137,15937e540,2,399.0,271.0,0.79999995,1.0,190.0,186.0,180.0,1
2137,15937e540,3,399.0,325.0,0.79999995,1.0,89.0,82.0,80.0,1
2137,15937e540,4,399.0,357.0,0.79999995,1.0,91.0,83.0,79.0,1
2138,88666f74e,1,399.0,299.0,0.79999995,1.0,199.0,145.0,94.0,2
2138,88666f74e,2,399.0,299.0,0.79999995,1.0,251.0,248.0,241.0,2
2138,88666f74e,3,399.0,299.0,0.79999995,1.0,168.0,114.0,60.0,2
2138,88666f74e,4,399.0,299.0,0.79999995,1.0,251.0,247.0,241.0,2
2138,88666f74e,5,399.0,299.0,0.79999995,1.0,175.0,157.0,128.0,2
2138,88666f74e,6,399.0,299.0,0.79999995,1.0,174.0,157.0,132.0,2
2138,88666f74e,7,399.0,299.0,0.79999995,1.0,240.0,232.0,205.0,2
2138,88666f74e,8,399.0,299.0,0.79999995,1.0,245.0,243.0,239.0,2
2138,88666f74e,9,399.0,299.0,0.79999995,1.0,194.0,151.0,106.0,2
2139,4e3a1f99b,1,359.0,479.0,0.79999995,1.0,25.0,18.0,17.0,2
2140,e4d7e410b,1,399.0,299.0,0.79999995,1.0,29.0,26.0,19.0,0
2141,965adb809,1,266.0,399.0,0.79999995,1.0,172.0,148.0,163.0,2
2141,965adb809,2,266.0,399.0,0.79999995,1.0,193.0,193.0,197.0,2
2142,e1cd37f6c,1,345.0,479.0,0.79999995,1.0,154.0,109.0,96.0,2
2142,e1cd37f6c,2,639.0,359.0,0.79999995,1.0,19.0,20.0,17.0,2
2142,e1cd37f6c,3,269.0,479.0,0.79999995,1.0,162.0,156.0,150.0,2
2142,e1cd37f6c,4,269.0,479.0,0.79999995,1.0,23.0,22.0,18.0,2
2143,df2fbc6a6,1,264.0,206.0,0.79999995,1.0,15.0,29.0,49.0,3
2143,df2fbc6a6,2,399.0,345.0,0.79999995,1.0,47.0,50.0,56.0,3
